12:06:23.391: Clue SIZE: A MOLE OF
12:06:23.391: Clue VICTIM: QUARKS
12:08:01.151: Awarded: 0 pts
12:08:01.297: Message received: teamsix,password,1,AMDLEOF
12:08:01.298: Awarded: 0 pts
12:08:01.438: Message received: teamsix,password,1,AMDLEOF
12:08:01.441: Awarded: 0 pts
12:08:01.592: Message received: teamsix,password,1,AMDLEOF
12:08:01.593: Awarded: 0 pts
12:08:01.740: Message received: teamsix,password,1,AMDLEOF
12:08:01.744: Awarded: 0 pts
12:08:01.878: Message received: teamsix,password,1,AMDLEOF
12:08:01.880: Awarded: 0 pts
12:08:02.019: Message received: teamsix,password,1,AMDLEOF
12:08:02.021: Awarded: 0 pts
12:08:02.154: Message received: teamsix,password,1,AMDLEOF
12:08:02.155: Awarded: 0 pts
12:08:02.310: Message received: teamsix,password,1,AMDLEOF
12:08:02.311: Awarded: 0 pts
12:08:02.456: Message received: teamsix,password,1,AMDLEOF
12:08:02.457: Awarded: 0 pts
12:08:02.603: Message received: teamsix,password,1,AMDLEOF
12:08:02.607: Awarded: 0 pts
12:08:02.743: Message received: teamsix,password,1,AMDLEOF
12:08:02.745: Awarded: 0 pts
12:08:02.885: Message received: teamsix,password,1,AMDLEOF
12:08:02.887: Awarded: 0 pts
12:08:03.031: Message received: teamsix,password,1,AMDLEOF
12:08:03.033: Awarded: 0 pts
12:08:03.165: Message received: teamsix,password,1,AMDLEOF
12:08:03.169: Awarded: 0 pts
12:08:03.301: Message received: teamsix,password,1,AMDLEOF
12:08:03.302: Awarded: 0 pts
12:08:03.447: Message received: teamsix,password,1,AMDLEOF
12:08:03.448: Awarded: 0 pts
12:08:03.606: Message received: teamsix,password,1,AMDLEOF
12:08:03.608: Awarded: 0 pts
12:08:03.752: Message received: teamsix,password,1,AMDLEOF
12:08:03.753: Awarded: 0 pts
12:08:03.891: Message received: teamsix,password,1,AMDLEOF
12:08:03.893: Awarded: 0 pts
12:08:04.031: Message received: teamsix,password,1,AMDLEOF
12:08:04.033: Awarded: 0 pts
12:08:04.181: Message received: teamsix,password,1,AMDLEOF
12:08:04.183: Awarded: 0 pts
12:08:04.323: Message received: teamsix,password,1,AMDLEOF
12:08:04.324: Awarded: 0 pts
12:08:04.465: Message received: teamsix,password,1,AMDLEOF
12:08:04.467: Awarded: 0 pts
12:08:04.615: Message received: teamsix,password,1,AMDLEOF
12:08:04.617: Awarded: 0 pts
12:08:04.758: Message received: teamsix,password,1,AMDLEOF
12:08:04.759: Awarded: 0 pts
12:08:04.891: Message received: teamsix,password,1,AMDLEOF
12:08:04.894: Awarded: 0 pts
12:08:05.045: Message received: teamsix,password,1,AMDLEOF
12:08:05.047: Awarded: 0 pts
12:08:05.169: Message received: teamsix,password,1,AMDLEOF
12:08:05.170: Awarded: 0 pts
12:08:05.303: Message received: teamsix,password,1,AMDLEOF
12:08:05.304: Awarded: 0 pts
12:08:05.447: Message received: teamsix,password,1,AMDLEOF
12:08:05.448: Awarded: 0 pts
12:08:05.611: Message received: teamsix,password,1,AMDLEOF
12:08:05.613: Awarded: 0 pts
12:08:05.757: Message received: teamsix,password,1,AMDLEOF
12:08:05.759: Awarded: 0 pts
12:08:05.897: Message received: teamsix,password,1,AMDLEOF
12:08:05.899: Awarded: 0 pts
12:08:06.056: Message received: teamsix,password,1,AMDLEOF
12:08:06.058: Awarded: 0 pts
12:08:06.200: Message received: teamsix,password,1,AMDLEOF
12:08:06.201: Awarded: 0 pts
12:08:06.360: Message received: teamsix,password,1,AMDLEOF
12:08:06.361: Awarded: 0 pts
12:08:06.496: Message received: teamsix,password,1,AMDLEOF
12:08:06.498: Awarded: 0 pts
12:08:06.638: Message received: teamsix,password,1,AMDLEOF
12:08:06.641: Awarded: 0 pts
12:08:06.778: Message received: teamsix,password,1,AMDLEOF
12:08:06.779: Awarded: 0 pts
12:08:06.914: Message received: teamsix,password,1,AMDLEOF
12:08:06.916: Awarded: 0 pts
12:08:16.581: Message received: teamsix,password,2,QUARKS
12:08:16.583: Team total: 6 pts
12:08:16.587: Awarded: 6 pts
12:08:16.719: Message received: teamsix,password,2,QUARKS
12:08:16.721: Awarded: 6 pts
12:08:16.861: Message received: teamsix,password,2,QUARKS
12:08:16.863: Awarded: 6 pts
12:08:17.014: Message received: teamsix,password,2,QUARKS
12:08:17.016: Awarded: 6 pts
12:08:17.164: Message received: teamsix,password,2,QUARKS
12:08:17.166: Awarded: 6 pts
12:08:17.317: Message received: teamsix,password,2,QUARKS
12:08:17.319: Awarded: 6 pts
12:08:17.453: Message received: teamsix,password,2,QUARKS
12:08:17.454: Awarded: 6 pts
12:08:17.597: Message received: teamsix,password,2,QUARKS
12:08:17.599: Awarded: 6 pts
12:08:17.750: Message received: teamsix,password,2,QUARKS
12:08:17.753: Awarded: 6 pts
12:08:17.892: Message received: teamsix,password,2,QUARKS
12:08:17.893: Awarded: 6 pts
12:08:18.028: Message received: teamsix,password,2,QUARKS
12:08:18.030: Awarded: 6 pts
12:08:18.164: Message received: teamsix,password,2,QUARKS
12:08:18.166: Awarded: 6 pts
12:08:18.310: Message received: teamsix,password,2,QUARKS
12:08:18.314: Awarded: 6 pts
12:08:18.451: Message received: teamsix,password,2,QUARKS
12:08:18.453: Awarded: 6 pts
12:08:18.582: Message received: teamsix,password,2,QUARKS
12:08:18.584: Awarded: 6 pts
12:08:18.718: Message received: teamsix,password,2,QUARKS
12:08:18.720: Awarded: 6 pts
12:08:18.855: Message received: teamsix,password,2,QUARKS
12:08:18.858: Awarded: 6 pts
12:08:18.997: Message received: teamsix,password,2,QUARKS
12:08:18.999: Awarded: 6 pts
12:08:19.151: Message received: teamsix,password,2,QUARKS
12:08:19.154: Awarded: 6 pts
12:08:19.300: Message received: teamsix,password,2,QUARKS
12:08:19.302: Awarded: 6 pts
12:08:19.459: Message received: teamsix,password,2,QUARKS
12:08:19.461: Awarded: 6 pts
12:08:19.618: Message received: teamsix,password,2,QUARKS
12:08:19.619: Awarded: 6 pts
12:08:19.767: Message received: teamsix,password,2,QUARKS
12:08:19.770: Awarded: 6 pts
12:08:19.921: Message received: teamsix,password,2,QUARKS
12:08:19.925: Awarded: 6 pts
12:08:20.061: Message received: teamsix,password,2,QUARKS
12:08:20.062: Awarded: 6 pts
12:08:20.204: Message received: teamsix,password,2,QUARKS
12:08:20.205: Awarded: 6 pts
12:08:20.349: Message received: teamsix,password,2,QUARKS
12:08:20.351: Awarded: 6 pts
12:08:20.439: Message received: teamsix,password,2,QUARKS
12:08:20.440: Awarded: 6 pts
12:08:20.549: Message received: teamsix,password,2,QUARKS
12:08:20.550: Awarded: 6 pts
12:08:20.687: Message received: teamsix,password,2,QUARKS
12:08:20.689: Awarded: 6 pts
12:08:20.799: Message received: teamsix,password,2,QUARKS
12:08:20.800: Awarded: 6 pts
12:08:20.940: Message received: teamsix,password,2,QUARKS
12:08:20.943: Awarded: 6 pts
12:08:21.078: Message received: teamsix,password,2,QUARKS
12:08:21.080: Awarded: 6 pts
12:08:21.219: Message received: teamsix,password,2,QUARKS
12:08:21.221: Awarded: 6 pts
12:08:21.349: Message received: teamsix,password,2,QUARKS
12:08:21.351: Awarded: 6 pts
12:08:21.496: Message received: teamsix,password,2,QUARKS
12:08:21.498: Awarded: 6 pts
12:08:21.684: Message received: teamsix,password,2,QUARKS
12:08:21.686: Awarded: 6 pts
12:08:21.828: Message received: teamsix,password,2,QUARKS
12:08:21.829: Awarded: 6 pts
12:08:21.990: Message received: teamsix,password,2,QUARKS
12:08:21.992: Awarded: 6 pts
12:08:22.139: Message received: teamsix,password,2,QUARKS
12:08:22.140: Awarded: 6 pts
12:08:22.294: Message received: teamsix,password,2,QUARKS
12:08:22.297: Awarded: 6 pts
12:08:22.461: Message received: teamsix,password,2,QUARKS
12:08:22.464: Awarded: 6 pts
12:08:22.612: Message received: teamsix,password,2,QUARKS
12:08:22.613: Awarded: 6 pts
12:08:22.760: Message received: teamsix,password,2,QUARKS
12:08:22.762: Awarded: 6 pts
12:08:22.906: Message received: teamsix,password,2,QUARKS
12:08:22.908: Awarded: 6 pts
12:08:23.043: Message received: teamsix,password,2,QUARKS
12:08:23.046: Awarded: 6 pts
12:08:23.153: Message received: teamsix,password,2,QUARKS
12:08:23.154: Awarded: 6 pts
12:08:23.232: Message received: teamsix,password,2,QUARKS
12:08:23.233: Awarded: 6 pts
12:08:23.330: Message received: teamsix,password,2,QUARKS
12:08:23.332: Awarded: 6 pts
12:08:23.469: Message received: teamsix,password,2,QUARKS
12:08:23.473: Awarded: 6 pts
12:08:29.890: Message received: teamsix,password,3,CHARMED
12:08:29.892: Team total: 12 pts
12:08:29.896: Awarded: 6 pts
12:08:30.033: Message received: teamsix,password,3,CHARMED
12:08:30.034: Awarded: 6 pts
12:08:30.171: Message received: teamsix,password,3,CHARMED
12:08:30.174: Awarded: 6 pts
12:08:30.318: Message received: teamsix,password,3,CHARMED
12:08:30.321: Awarded: 6 pts
12:08:30.478: Message received: teamsix,password,3,CHARMED
12:08:30.480: Awarded: 6 pts
12:08:30.619: Message received: teamsix,password,3,CHARMED
12:08:30.623: Awarded: 6 pts
12:08:30.759: Message received: teamsix,password,3,CHARMED
12:08:30.762: Awarded: 6 pts
12:08:30.897: Message received: teamsix,password,3,CHARMED
12:08:30.900: Awarded: 6 pts
12:08:31.032: Message received: teamsix,password,3,GHDRMED
12:08:31.034: Team total: 6 pts
12:08:31.039: Awarded: 0 pts
12:08:31.168: Message received: teamsix,password,3,CHARMED
12:08:31.169: Team total: 12 pts
12:08:31.173: Awarded: 6 pts
12:08:31.314: Message received: teamsix,password,3,CHARMED
12:08:31.315: Awarded: 6 pts
12:08:31.456: Message received: teamsix,password,3,CHARMED
12:08:31.458: Awarded: 6 pts
12:08:31.608: Message received: teamsix,password,3,CHARMED
12:08:31.610: Awarded: 6 pts
12:08:31.755: Message received: teamsix,password,3,CHARMED
12:08:31.758: Awarded: 6 pts
12:08:31.900: Message received: teamsix,password,3,CHARMED
12:08:31.905: Awarded: 6 pts
12:08:32.056: Message received: teamsix,password,3,CHARMED
12:08:32.058: Awarded: 6 pts
12:08:32.198: Message received: teamsix,password,3,CHDRMED
12:08:32.200: Team total: 6 pts
12:08:32.203: Awarded: 0 pts
12:08:32.352: Message received: teamsix,password,3,CHARMED
12:08:32.353: Team total: 12 pts
12:08:32.355: Awarded: 6 pts
12:08:32.512: Message received: teamsix,password,3,CHARMED
12:08:32.514: Awarded: 6 pts
12:08:32.671: Message received: teamsix,password,3,CHARMED
12:08:32.673: Awarded: 6 pts
12:08:32.831: Message received: teamsix,password,3,CHARMED
12:08:32.833: Awarded: 6 pts
12:08:32.979: Message received: teamsix,password,3,CHARMED
12:08:32.980: Awarded: 6 pts
12:08:33.129: Message received: teamsix,password,3,CHARMED
12:08:33.131: Awarded: 6 pts
12:08:33.285: Message received: teamsix,password,3,CHARMED
12:08:33.287: Awarded: 6 pts
12:08:33.433: Message received: teamsix,password,3,CHARMED
12:08:33.436: Awarded: 6 pts
12:08:33.590: Message received: teamsix,password,3,CHARMED
12:08:33.592: Awarded: 6 pts
12:08:33.748: Message received: teamsix,password,3,CHARMED
12:08:33.749: Awarded: 6 pts
12:08:33.891: Message received: teamsix,password,3,CHARMED
12:08:33.892: Awarded: 6 pts
12:08:34.035: Message received: teamsix,password,3,CHARMED
12:08:34.037: Awarded: 6 pts
12:08:34.195: Message received: teamsix,password,3,GHDRMED
12:08:34.197: Team total: 6 pts
12:08:34.200: Awarded: 0 pts
12:08:34.344: Message received: teamsix,password,3,CHARMED
12:08:34.345: Team total: 12 pts
12:08:34.347: Awarded: 6 pts
12:08:34.498: Message received: teamsix,password,3,CHARMED
12:08:34.499: Awarded: 6 pts
12:08:34.634: Message received: teamsix,password,3,CHARMED
12:08:34.639: Awarded: 6 pts
12:08:34.779: Message received: teamsix,password,3,CHARMED
12:08:34.783: Awarded: 6 pts
12:08:34.919: Message received: teamsix,password,3,CHARMED
12:08:34.921: Awarded: 6 pts
12:08:35.061: Message received: teamsix,password,3,CHARMED
12:08:35.063: Awarded: 6 pts
12:08:35.210: Message received: teamsix,password,3,CHARMED
12:08:35.216: Awarded: 6 pts
12:08:35.366: Message received: teamsix,password,3,CHARMED
12:08:35.368: Awarded: 6 pts
12:08:35.520: Message received: teamsix,password,3,CHARMED
12:08:35.521: Awarded: 6 pts
12:08:35.668: Message received: teamsix,password,3,CHARMED
12:08:35.670: Awarded: 6 pts
12:08:35.815: Message received: teamsix,password,3,CHARMED
12:08:35.816: Awarded: 6 pts
12:08:35.958: Message received: teamsix,password,3,CHARMED
12:08:35.959: Awarded: 6 pts
12:08:36.100: Message received: teamsix,password,3,CHARMED
12:08:36.102: Awarded: 6 pts
12:08:36.248: Message received: teamsix,password,3,CHARMED
12:08:36.252: Awarded: 6 pts
12:08:36.397: Message received: teamsix,password,3,CHARMED
12:08:36.399: Awarded: 6 pts
12:08:36.541: Message received: teamsix,password,3,CHARMED
12:08:36.543: Awarded: 6 pts
12:08:36.686: Message received: teamsix,password,3,CHDRMED
12:08:36.689: Team total: 6 pts
12:08:36.694: Awarded: 0 pts
12:08:36.832: Message received: teamsix,password,3,CHARMED
12:08:36.835: Team total: 12 pts
12:08:36.836: Awarded: 6 pts
12:08:36.976: Message received: teamsix,password,3,CHARMED
12:08:36.978: Awarded: 6 pts
12:08:37.065: Message received: teamsix,password,3,CHARMED
12:08:37.067: Awarded: 6 pts
12:08:37.139: Message received: teamsix,password,3,CHARMED
12:08:37.140: Awarded: 6 pts
12:08:37.249: Message received: teamsix,password,3,CHARMED
12:08:37.254: Awarded: 6 pts
12:08:37.398: Message received: teamsix,password,3,CHARMED
12:08:37.401: Awarded: 6 pts
12:08:37.529: Message received: teamsix,password,3,CHARMED
12:08:37.531: Awarded: 6 pts
12:08:37.662: Message received: teamsix,password,3,CHARMED
12:08:37.663: Awarded: 6 pts
12:08:37.798: Message received: teamsix,password,3,CHARMED
12:08:37.800: Awarded: 6 pts
12:08:37.934: Message received: teamsix,password,3,CHARMED
12:08:37.936: Awarded: 6 pts
12:08:38.072: Message received: teamsix,password,3,CHARMED
12:08:38.074: Awarded: 6 pts
12:08:38.217: Message received: teamsix,password,3,CHARMED
12:08:38.219: Awarded: 6 pts
12:08:38.361: Message received: teamsix,password,3,CHARMED
12:08:38.362: Awarded: 6 pts
12:08:38.498: Message received: teamsix,password,3,CHARMED
12:08:38.502: Awarded: 6 pts
12:08:38.650: Message received: teamsix,password,3,CHDRMED
12:08:38.652: Team total: 6 pts
12:08:38.662: Awarded: 0 pts
12:08:38.797: Message received: teamsix,password,3,CHARMED
12:08:38.799: Team total: 12 pts
12:08:38.800: Awarded: 6 pts
12:08:38.944: Message received: teamsix,password,3,CHARMED
12:08:38.946: Awarded: 6 pts
12:08:39.085: Message received: teamsix,password,3,CHARMED
12:08:39.087: Awarded: 6 pts
12:08:39.218: Message received: teamsix,password,3,CHARMED
12:08:39.221: Awarded: 6 pts
12:08:39.357: Message received: teamsix,password,3,CHDRMED
12:08:39.359: Team total: 6 pts
12:08:39.361: Awarded: 0 pts
12:08:39.499: Message received: teamsix,password,3,CHARMED
12:08:39.501: Team total: 12 pts
12:08:39.503: Awarded: 6 pts
12:08:39.649: Message received: teamsix,password,3,CHARMED
12:08:39.651: Awarded: 6 pts
12:08:39.810: Message received: teamsix,password,3,CHARMED
12:08:39.814: Awarded: 6 pts
12:08:39.950: Message received: teamsix,password,3,CHARMED
12:08:39.952: Awarded: 6 pts
12:08:40.091: Message received: teamsix,password,3,CHARMED
12:08:40.093: Awarded: 6 pts
12:08:40.236: Message received: teamsix,password,3,CHARMED
12:08:40.238: Awarded: 6 pts
12:08:40.374: Message received: teamsix,password,3,CHARMED
12:08:40.375: Awarded: 6 pts
12:08:40.531: Message received: teamsix,password,3,CHARMED
12:08:40.536: Awarded: 6 pts
12:08:40.678: Message received: teamsix,password,3,CHARMED
12:08:40.682: Awarded: 6 pts
12:08:40.825: Message received: teamsix,password,3,CHARMED
12:08:40.826: Awarded: 6 pts
12:08:40.957: Message received: teamsix,password,3,CHARMED
12:08:40.959: Awarded: 6 pts
12:08:41.076: Message received: teamsix,password,3,CHARMED
12:08:41.079: Awarded: 6 pts
12:08:41.225: Message received: teamsix,password,3,CHARMED
12:08:41.227: Awarded: 6 pts
12:08:41.365: Message received: teamsix,password,3,CHARMED
12:08:41.369: Awarded: 6 pts
12:08:41.527: Message received: teamsix,password,3,CHARMED
12:08:41.530: Awarded: 6 pts
12:08:41.668: Message received: teamsix,password,3,CHARMED
12:08:41.671: Awarded: 6 pts
12:08:41.819: Message received: teamsix,password,3,CHARMED
12:08:41.821: Awarded: 6 pts
12:08:41.969: Message received: teamsix,password,3,CHARMED
12:08:41.971: Awarded: 6 pts
12:08:42.110: Message received: teamsix,password,3,CHARMED
12:08:42.111: Awarded: 6 pts
12:08:42.252: Message received: teamsix,password,3,CHARMED
12:08:42.254: Awarded: 6 pts
12:08:42.384: Message received: teamsix,password,3,CHARMED
12:08:42.385: Awarded: 6 pts
12:08:42.526: Message received: teamsix,password,3,CHARMED
12:08:42.527: Awarded: 6 pts
12:08:42.655: Message received: teamsix,password,3,CHARMED
12:08:42.657: Awarded: 6 pts
12:08:42.802: Message received: teamsix,password,3,CHARMED
12:08:42.804: Awarded: 6 pts
12:09:04.861: Message received: teamsix,password,4,LASTSECOND
12:09:04.862: Team total: 18 pts
12:09:04.868: Awarded: 6 pts
12:09:04.972: Message received: teamsix,password,4,LASTSECOND
12:09:04.974: Awarded: 6 pts
12:09:05.093: Message received: teamsix,password,4,LASTSECOND
12:09:05.095: Awarded: 6 pts
12:09:05.200: Message received: teamsix,password,4,LASTSECOND
12:09:05.201: Awarded: 6 pts
12:09:05.314: Message received: teamsix,password,4,LASTSECOND
12:09:05.316: Awarded: 6 pts
12:09:05.423: Message received: teamsix,password,4,LASTSECOND
12:09:05.425: Awarded: 6 pts
12:09:05.536: Message received: teamsix,password,4,LASTSECOND
12:09:05.537: Awarded: 6 pts
12:09:05.652: Message received: teamsix,password,4,LASTSECOND
12:09:05.653: Awarded: 6 pts
12:09:05.767: Message received: teamsix,password,4,LASTSECOND
12:09:05.768: Awarded: 6 pts
12:09:05.893: Message received: teamsix,password,4,LASTSECOND
12:09:05.894: Awarded: 6 pts
12:09:06.017: Message received: teamsix,password,4,LASTSECOND
12:09:06.018: Awarded: 6 pts
12:09:06.133: Message received: teamsix,password,4,LASTSECOND
12:09:06.135: Awarded: 6 pts
12:09:06.249: Message received: teamsix,password,4,LASTSECOND
12:09:06.251: Awarded: 6 pts
12:09:06.371: Message received: teamsix,password,4,LASTSECOND
12:09:06.372: Awarded: 6 pts
12:09:06.483: Message received: teamsix,password,4,LASTSECOND
12:09:06.485: Awarded: 6 pts
12:09:06.605: Message received: teamsix,password,4,LASTSECOND
12:09:06.607: Awarded: 6 pts
12:09:06.723: Message received: teamsix,password,4,LASTSECOND
12:09:06.724: Awarded: 6 pts
12:09:06.836: Message received: teamsix,password,4,LASTSECOND
12:09:06.838: Awarded: 6 pts
12:09:06.949: Message received: teamsix,password,4,LASTSECOND
12:09:06.951: Awarded: 6 pts
12:09:07.061: Message received: teamsix,password,4,LASTSECOND
12:09:07.062: Awarded: 6 pts
12:09:07.172: Message received: teamsix,password,4,LASTSECOND
12:09:07.173: Awarded: 6 pts
12:09:07.293: Message received: teamsix,password,4,LASTSECOND
12:09:07.295: Awarded: 6 pts
12:09:07.409: Message received: teamsix,password,4,LASTSECOND
12:09:07.411: Awarded: 6 pts
12:09:07.524: Message received: teamsix,password,4,LASTSECOND
12:09:07.525: Awarded: 6 pts
12:09:07.656: Message received: teamsix,password,4,LASTSECOND
12:09:07.658: Awarded: 6 pts
12:09:07.775: Message received: teamsix,password,4,LASTSECOND
12:09:07.777: Awarded: 6 pts
12:09:07.900: Message received: teamsix,password,4,LASTSECOND
12:09:07.902: Awarded: 6 pts
12:09:08.008: Message received: teamsix,password,4,LASTSECOND
12:09:08.009: Awarded: 6 pts
12:09:08.122: Message received: teamsix,password,4,LASTSECOND
12:09:08.125: Awarded: 6 pts
12:09:08.231: Message received: teamsix,password,4,LASTSECOND
12:09:08.232: Awarded: 6 pts
12:09:08.354: Message received: teamsix,password,4,LASTSECOND
12:09:08.356: Awarded: 6 pts
12:09:08.508: Message received: teamsix,password,4,LASTSECOND
12:09:08.511: Awarded: 6 pts
12:09:08.675: Message received: teamsix,password,4,LASTSECOND
12:09:08.677: Awarded: 6 pts
12:09:08.827: Message received: teamsix,password,4,LASTSECOND
12:09:08.828: Awarded: 6 pts
12:09:09.006: Message received: teamsix,password,4,LASTSECOND
12:09:09.010: Awarded: 6 pts
12:09:09.156: Message received: teamsix,password,4,LASTSECOND
12:09:09.158: Awarded: 6 pts
12:09:09.298: Message received: teamsix,password,4,LASTSECOND
12:09:09.300: Awarded: 6 pts
12:09:09.451: Message received: teamsix,password,4,LASTSECOND
12:09:09.453: Awarded: 6 pts
12:09:09.593: Message received: teamsix,password,4,LASTSECOND
12:09:09.595: Awarded: 6 pts
12:09:09.728: Message received: teamsix,password,4,LASTSECOND
12:09:09.731: Awarded: 6 pts
12:09:09.871: Message received: teamsix,password,4,LASTSECOND
12:09:09.876: Awarded: 6 pts
12:09:10.007: Message received: teamsix,password,4,LASTSECOND
12:09:10.009: Awarded: 6 pts
12:09:10.121: Message received: teamsix,password,4,LASTSECOND
12:09:10.122: Awarded: 6 pts
12:09:10.198: Message received: teamsix,password,4,LASTSECOND
12:09:10.200: Awarded: 6 pts
12:09:10.309: Message received: teamsix,password,4,LASTSECOND
12:09:10.311: Awarded: 6 pts
12:09:10.450: Message received: teamsix,password,4,LASTSECOND
12:09:10.452: Awarded: 6 pts
12:09:10.584: Message received: teamsix,password,4,LASTSECOND
12:09:10.588: Awarded: 6 pts
12:09:10.716: Message received: teamsix,password,4,LASTSECOND
12:09:10.718: Awarded: 6 pts
12:09:10.860: Message received: teamsix,password,4,LASTSECOND
12:09:10.862: Awarded: 6 pts
12:09:10.995: Message received: teamsix,password,4,LASTSECOND
12:09:10.997: Awarded: 6 pts
12:09:11.131: Message received: teamsix,password,4,LASTSECOND
12:09:11.133: Awarded: 6 pts
12:09:11.271: Message received: teamsix,password,4,LASTSECOND
12:09:11.273: Awarded: 6 pts
12:09:11.419: Message received: teamsix,password,4,LASTSECOND
12:09:11.421: Awarded: 6 pts
12:09:11.562: Message received: teamsix,password,4,LASTSECOND
12:09:11.564: Awarded: 6 pts
12:09:11.710: Message received: teamsix,password,4,LASTSECOND
12:09:11.712: Awarded: 6 pts
12:09:11.855: Message received: teamsix,password,4,LASTSECOND
12:09:11.857: Awarded: 6 pts
12:09:11.995: Message received: teamsix,password,4,LASTSECOND
12:09:11.997: Awarded: 6 pts
12:09:12.125: Message received: teamsix,password,4,LASTSECOND
12:09:12.130: Awarded: 6 pts
12:09:12.240: Message received: teamsix,password,4,LASTSECOND
12:09:12.242: Awarded: 6 pts
12:09:12.319: Message received: teamsix,password,4,LASTSECOND
12:09:12.320: Awarded: 6 pts
12:09:12.415: Message received: teamsix,password,4,LASTSECOND
12:09:12.417: Awarded: 6 pts
12:09:12.554: Message received: teamsix,password,4,LASTSECOND
12:09:12.556: Awarded: 6 pts
12:09:21.210: Message received: teamsix,password,5,BLACKHOLE
12:09:21.212: Team total: 24 pts
12:09:21.225: Awarded: 6 pts
12:09:21.359: Message received: teamsix,password,5,BLACKHOLE
12:09:21.361: Awarded: 6 pts
12:09:21.509: Message received: teamsix,password,5,BLACKHOLE
12:09:21.510: Awarded: 6 pts
12:09:21.716: Message received: teamsix,password,5,BLACKHOLE
12:09:21.718: Awarded: 6 pts
12:09:21.866: Message received: teamsix,password,5,BLACKHOLE
12:09:21.867: Awarded: 6 pts
12:09:21.995: Message received: teamsix,password,5,BLACKHOLE
12:09:21.997: Awarded: 6 pts
12:09:22.147: Message received: teamsix,password,5,BLACKHOLE
12:09:22.149: Awarded: 6 pts
12:09:22.293: Message received: teamsix,password,5,BLACKHOLE
12:09:22.295: Awarded: 6 pts
12:09:22.437: Message received: teamsix,password,5,BLACKHOLE
12:09:22.439: Awarded: 6 pts
12:09:22.583: Message received: teamsix,password,5,BLACKHOLE
12:09:22.586: Awarded: 6 pts
12:09:22.729: Message received: teamsix,password,5,BLACKHOLE
12:09:22.731: Awarded: 6 pts
12:09:22.905: Message received: teamsix,password,5,BLACKHOLE
12:09:22.907: Awarded: 6 pts
12:09:23.046: Message received: teamsix,password,5,BLACKHOLE
12:09:23.048: Awarded: 6 pts
12:09:23.187: Message received: teamsix,password,5,BLACKHOLE
12:09:23.189: Awarded: 6 pts
12:09:23.336: Message received: teamsix,password,5,BLACKHOLE
12:09:23.338: Awarded: 6 pts
12:09:23.499: Message received: teamsix,password,5,BLACKHOLE
12:09:23.501: Awarded: 6 pts
12:09:23.646: Message received: teamsix,password,5,BLACKHOLE
12:09:23.648: Awarded: 6 pts
12:09:23.791: Message received: teamsix,password,5,BLACKHOLE
12:09:23.793: Awarded: 6 pts
12:09:23.945: Message received: teamsix,password,5,BLACKHOLE
12:09:23.947: Awarded: 6 pts
12:09:24.101: Message received: teamsix,password,5,BLACKHOLE
12:09:24.103: Awarded: 6 pts
12:09:24.237: Message received: teamsix,password,5,BLACKHOLE
12:09:24.239: Awarded: 6 pts
12:09:24.380: Message received: teamsix,password,5,BLACKHOLE
12:09:24.383: Awarded: 6 pts
12:09:24.520: Message received: teamsix,password,5,BLACKHOLE
12:09:24.522: Awarded: 6 pts
12:09:24.666: Message received: teamsix,password,5,BLACKHOLE
12:09:24.669: Awarded: 6 pts
12:09:24.809: Message received: teamsix,password,5,BLACKHOLE
12:09:24.811: Awarded: 6 pts
12:09:24.956: Message received: teamsix,password,5,BLACKHOLE
12:09:24.959: Awarded: 6 pts
12:09:25.106: Message received: teamsix,password,5,BLACKHOLE
12:09:25.110: Awarded: 6 pts
12:09:25.247: Message received: teamsix,password,5,BLACKHOLE
12:09:25.249: Awarded: 6 pts
12:09:25.389: Message received: teamsix,password,5,BLACKHOLE
12:09:25.391: Awarded: 6 pts
12:09:25.532: Message received: teamsix,password,5,BLACKHOLE
12:09:25.534: Awarded: 6 pts
12:09:25.676: Message received: teamsix,password,5,BLACKHOLE
12:09:25.678: Awarded: 6 pts
12:09:25.834: Message received: teamsix,password,5,BLACKHOLE
12:09:25.836: Awarded: 6 pts
12:09:25.969: Message received: teamsix,password,5,BLACKHOLE
12:09:25.971: Awarded: 6 pts
12:09:26.114: Message received: teamsix,password,5,BLACKHOLE
12:09:26.118: Awarded: 6 pts
12:09:26.260: Message received: teamsix,password,5,BLACKHOLE
12:09:26.263: Awarded: 6 pts
12:09:26.358: Message received: teamsix,password,5,BLACKHOLE
12:09:26.359: Awarded: 6 pts
12:09:26.440: Message received: teamsix,password,5,BLACKHOLE
12:09:26.441: Awarded: 6 pts
12:09:26.529: Message received: teamsix,password,5,BLACKHOLE
12:09:26.530: Awarded: 6 pts
12:09:26.667: Message received: teamsix,password,5,BLACKHOLE
12:09:26.668: Awarded: 6 pts
12:09:26.814: Message received: teamsix,password,5,BLACKHOLE
12:09:26.816: Awarded: 6 pts
12:09:26.940: Message received: teamsix,password,5,BLACKHOLE
12:09:26.941: Awarded: 6 pts
12:09:27.056: Message received: teamsix,password,5,BLACKHOLE
12:09:27.058: Awarded: 6 pts
12:09:27.201: Message received: teamsix,password,5,BLACKHOLE
12:09:27.203: Awarded: 6 pts
12:09:27.339: Message received: teamsix,password,5,BLACKHOLE
12:09:27.341: Awarded: 6 pts
12:09:27.483: Message received: teamsix,password,5,BLACKHOLE
12:09:27.485: Awarded: 6 pts
12:09:27.617: Message received: teamsix,password,5,BLACKHOLE
12:09:27.619: Awarded: 6 pts
